Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
cow,12,104.1,depression,loss of appetite,painless lumps,pneumonia
buffalo,9,101.8,painless lumps,loss of appetite,depression,pneumonia
goat,3,101.2,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
buffalo,8,104.4,painless lumps,loss of appetite,depression,pneumonia
cow,6,102.2,fatigue,swelling in extremities,shortness of breath,anthrax
buffalo,15,102.6,loss of appetite,crackling sound,swelling in limb,blackleg
goat,4,105,loss of appetite,painless lumps,depression,lumpy virus
cow,2,102.7,loss of appetite,painless lumps,depression,pneumonia
buffalo,10,101.9,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,11,101.4,chills,fatigue,shortness of breath,anthrax
buffalo,13,101.3,chest discomfort,shortness of breath,fatigue,anthrax
buffalo,6,103.9,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
buffalo,14,100.3,loss of appetite,depression,painless lumps,pneumonia
goat,4,100.9,loss of appetite,depression,crackling sound,blackleg
goat,1,102.7,painless lumps,depression,loss of appetite,pneumonia
cow,15,102.7,difficulty walking,loss of appetite,crackling sound,blackleg
goat,6,102.9,loss of appetite,depression,crackling sound,blackleg
cow,14,100.5,crackling sound,swelling in limb,depression,blackleg
cow,2,100.8,depression,loss of appetite,painless lumps,pneumonia
goat,5,103.2,fatigue,chest discomfort,shortness of breath,anthrax
sheep,9,101.5,swelling in extremities,fatigue,chills,anthrax
cow,3,100.6,depression,painless lumps,loss of appetite,lumpy virus
cow,15,102.9,chest discomfort,fatigue,chills,anthrax
buffalo,7,103.8,loss of appetite,painless lumps,depression,pneumonia
buffalo,4,103.3,depression,painless lumps,loss of appetite,lumpy virus
goat,1,101.9,fatigue,chest discomfort,sweats,anthrax
sheep,6,100.8,loss of appetite,crackling sound,depression,blackleg
sheep,10,102.9,loss of appetite,depression,painless lumps,pneumonia
sheep,1,100.6,shortness of breath,fatigue,sweats,anthrax
cow,12,101,shortness of breath,chest discomfort,fatigue,anthrax
buffalo,6,104.4,depression,swelling in limb,crackling sound,blackleg
cow,9,102.6,lameness,loss of appetite,swelling in limb,blackleg
goat,9,100.9,shortness of breath,swelling in abdomen,fatigue,anthrax
buffalo,4,102.6,chest discomfort,shortness of breath,chills,anthrax
cow,8,101.6,depression,loss of appetite,swelling in muscle,blackleg
sheep,3,103.2,swelling in limb,loss of appetite,lameness,blackleg
goat,5,102,difficulty walking,loss of appetite,blisters on mouth,foot and mouth
goat,10,100.1,chills,sweats,swelling in neck,anthrax
sheep,7,100.2,crackling sound,swelling in muscle,loss of appetite,blackleg
sheep,7,102.1,lameness,loss of appetite,blisters on tongue,foot and mouth
goat,7,102.3,sweats,fatigue,swelling in neck,anthrax
cow,3,102.4,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
sheep,1,104.6,depression,painless lumps,loss of appetite,pneumonia
goat,6,102.5,depression,painless lumps,loss of appetite,pneumonia
sheep,5,103.6,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
goat,8,100.2,sweats,swelling in neck,chills,anthrax
cow,1,101.9,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,14,100.2,depression,loss of appetite,painless lumps,pneumonia
sheep,6,105,depression,loss of appetite,painless lumps,pneumonia
sheep,10,101.6,sweats,fatigue,swelling in abdomen,anthrax
cow,13,104.9,chills,fatigue,shortness of breath,anthrax
cow,1,102.9,swelling in neck,chills,sweats,anthrax
cow,4,103.7,crackling sound,swelling in limb,depression,blackleg
cow,4,101.7,painless lumps,depression,loss of appetite,pneumonia
sheep,8,103.3,depression,painless lumps,loss of appetite,lumpy virus
sheep,7,103.1,blisters on tongue,loss of appetite,lameness,foot and mouth
goat,2,103,painless lumps,loss of appetite,depression,lumpy virus
goat,2,102.7,painless lumps,loss of appetite,depression,pneumonia
buffalo,10,101.4,loss of appetite,depression,crackling sound,blackleg
cow,13,102.7,painless lumps,depression,loss of appetite,lumpy virus
goat,10,101.7,loss of appetite,painless lumps,depression,pneumonia
buffalo,4,101.8,difficulty walking,loss of appetite,blisters on gums,foot and mouth
cow,9,102.1,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,3,102.2,crackling sound,swelling in limb,depression,blackleg
buffalo,12,101.5,sores on gums,loss of appetite,lameness,foot and mouth
buffalo,2,104.1,chest discomfort,fatigue,chills,anthrax
goat,5,101.1,loss of appetite,depression,difficulty walking,blackleg
goat,2,103.3,shortness of breath,chills,fatigue,anthrax
goat,5,101.3,loss of appetite,sores on mouth,difficulty walking,foot and mouth
sheep,6,102.8,swelling in muscle,crackling sound,loss of appetite,blackleg
cow,2,103.7,swelling in muscle,loss of appetite,difficulty walking,blackleg
goat,2,100.5,loss of appetite,crackling sound,depression,blackleg
cow,8,102.3,depression,swelling in muscle,crackling sound,blackleg
buffalo,4,101.1,sores on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,14,101.7,sores on gums,loss of appetite,difficulty walking,foot and mouth
sheep,2,101.7,loss of appetite,lameness,sores on gums,foot and mouth
buffalo,3,100.6,loss of appetite,painless lumps,depression,pneumonia
cow,12,104.5,sweats,shortness of breath,chills,anthrax
cow,13,102.5,swelling in muscle,difficulty walking,depression,blackleg
buffalo,2,103,depression,painless lumps,loss of appetite,pneumonia
buffalo,11,102.4,loss of appetite,lameness,blisters on tongue,foot and mouth
cow,14,103.5,painless lumps,loss of appetite,depression,lumpy virus
buffalo,6,100.4,painless lumps,depression,loss of appetite,pneumonia
goat,6,104.9,loss of appetite,painless lumps,depression,pneumonia
sheep,6,104,loss of appetite,depression,crackling sound,blackleg
cow,2,102.2,depression,loss of appetite,crackling sound,blackleg
goat,4,101.5,loss of appetite,painless lumps,depression,pneumonia
goat,10,103.5,depression,loss of appetite,painless lumps,pneumonia
goat,2,102,crackling sound,depression,loss of appetite,blackleg
goat,2,102.1,swelling in abdomen,sweats,chest discomfort,anthrax
sheep,3,102.3,depression,swelling in muscle,loss of appetite,blackleg
sheep,1,101.4,painless lumps,loss of appetite,depression,pneumonia
cow,6,103.9,depression,loss of appetite,painless lumps,lumpy virus
goat,3,100.2,loss of appetite,lameness,sores on mouth,foot and mouth
cow,7,101.4,sweats,chills,swelling in neck,anthrax
cow,10,100.1,crackling sound,lameness,depression,blackleg
goat,6,101.5,swelling in extremities,chest discomfort,chills,anthrax
buffalo,12,102.7,lameness,depression,crackling sound,blackleg
goat,9,100.6,sweats,chills,shortness of breath,anthrax
cow,14,103.2,depression,loss of appetite,painless lumps,lumpy virus
cow,12,100.5,loss of appetite,painless lumps,depression,lumpy virus
buffalo,14,102.5,chest discomfort,fatigue,shortness of breath,anthrax
sheep,6,104.1,depression,swelling in muscle,loss of appetite,blackleg
buffalo,9,101.3,blisters on gums,difficulty walking,loss of appetite,foot and mouth
sheep,2,102.7,fatigue,sweats,chills,anthrax
cow,4,104.7,difficulty walking,loss of appetite,blisters on gums,foot and mouth
goat,4,100.7,crackling sound,loss of appetite,lameness,blackleg
sheep,10,104.2,depression,loss of appetite,painless lumps,pneumonia
buffalo,9,101.8,swelling in limb,loss of appetite,crackling sound,blackleg
goat,4,103.8,shortness of breath,chills,fatigue,anthrax
goat,7,104.3,painless lumps,loss of appetite,depression,lumpy virus
buffalo,2,101.2,loss of appetite,depression,painless lumps,lumpy virus
cow,10,101.9,depression,painless lumps,loss of appetite,pneumonia
goat,6,100.6,chest discomfort,fatigue,shortness of breath,anthrax
cow,5,102.3,painless lumps,depression,loss of appetite,lumpy virus
cow,13,100.9,loss of appetite,difficulty walking,blisters on gums,foot and mouth
sheep,2,104.5,sores on tongue,loss of appetite,difficulty walking,foot and mouth
goat,10,101.5,sores on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,5,102,swelling in limb,lameness,loss of appetite,blackleg
buffalo,3,102.3,loss of appetite,difficulty walking,sores on gums,foot and mouth
buffalo,8,102.7,sweats,swelling in abdomen,fatigue,anthrax
goat,7,100.8,lameness,loss of appetite,sores on mouth,foot and mouth
cow,4,103.1,depression,painless lumps,loss of appetite,pneumonia
goat,3,100.2,loss of appetite,painless lumps,depression,lumpy virus
buffalo,15,100.7,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
goat,2,102.4,loss of appetite,difficulty walking,depression,blackleg
goat,3,102.6,loss of appetite,painless lumps,depression,lumpy virus
sheep,2,103.5,sweats,shortness of breath,chills,anthrax
buffalo,9,100.7,difficulty walking,sores on hooves,loss of appetite,foot and mouth
goat,7,102,swelling in abdomen,chills,fatigue,anthrax
goat,6,100.2,lameness,loss of appetite,blisters on tongue,foot and mouth
goat,10,103.1,swelling in neck,chills,shortness of breath,anthrax
buffalo,11,102.8,swelling in extremities,sweats,fatigue,anthrax
buffalo,5,102.2,depression,loss of appetite,painless lumps,lumpy virus
cow,15,100.6,loss of appetite,painless lumps,depression,lumpy virus
goat,6,105,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
buffalo,11,100.6,lameness,swelling in limb,crackling sound,blackleg
sheep,8,102.3,difficulty walking,loss of appetite,blisters on gums,foot and mouth
sheep,10,100.2,loss of appetite,painless lumps,depression,pneumonia
goat,1,101.3,swelling in limb,depression,difficulty walking,blackleg
cow,2,102.7,loss of appetite,sores on gums,lameness,foot and mouth
cow,7,103.6,sweats,fatigue,shortness of breath,anthrax
cow,1,103.3,difficulty walking,sores on gums,loss of appetite,foot and mouth
sheep,6,100.9,depression,painless lumps,loss of appetite,pneumonia
cow,10,104.7,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
goat,5,104.7,lameness,loss of appetite,blisters on tongue,foot and mouth
cow,10,104.6,loss of appetite,depression,painless lumps,lumpy virus
buffalo,7,103.1,crackling sound,loss of appetite,swelling in muscle,blackleg
cow,5,103.2,painless lumps,loss of appetite,depression,pneumonia
sheep,10,101.6,lameness,swelling in limb,depression,blackleg
sheep,6,103.9,lameness,loss of appetite,sores on gums,foot and mouth
goat,7,100.9,chest discomfort,swelling in neck,shortness of breath,anthrax
cow,15,103.9,crackling sound,difficulty walking,swelling in limb,blackleg
buffalo,12,100.7,depression,painless lumps,loss of appetite,pneumonia
buffalo,13,100.9,shortness of breath,chills,fatigue,anthrax
goat,2,104.5,difficulty walking,loss of appetite,sores on hooves,foot and mouth
sheep,7,100.3,crackling sound,loss of appetite,swelling in muscle,blackleg
sheep,6,104.9,loss of appetite,painless lumps,depression,lumpy virus
sheep,1,100.4,difficulty walking,sores on hooves,loss of appetite,foot and mouth
cow,13,100.1,fatigue,swelling in abdomen,sweats,anthrax
goat,3,101.3,difficulty walking,sores on tongue,loss of appetite,foot and mouth
cow,7,101.2,depression,painless lumps,loss of appetite,pneumonia
goat,9,103,depression,loss of appetite,painless lumps,lumpy virus
sheep,3,103.8,swelling in limb,depression,lameness,blackleg
goat,3,100.5,painless lumps,loss of appetite,depression,lumpy virus
goat,4,103.4,chills,shortness of breath,swelling in neck,anthrax
goat,1,100,loss of appetite,depression,painless lumps,lumpy virus
sheep,1,101.8,crackling sound,difficulty walking,swelling in limb,blackleg
buffalo,14,102.4,swelling in muscle,depression,crackling sound,blackleg
buffalo,7,103.3,painless lumps,depression,loss of appetite,pneumonia
sheep,9,102.1,swelling in extremities,fatigue,chills,anthrax
cow,2,100.3,chest discomfort,swelling in neck,sweats,anthrax
sheep,1,101.6,chills,sweats,chest discomfort,anthrax
goat,5,101.1,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
buffalo,13,104.6,sores on tongue,lameness,loss of appetite,foot and mouth
buffalo,1,100.4,chest discomfort,sweats,fatigue,anthrax
buffalo,14,101.6,loss of appetite,painless lumps,depression,pneumonia
cow,1,100.8,loss of appetite,painless lumps,depression,lumpy virus
goat,9,104.6,swelling in neck,sweats,shortness of breath,anthrax
buffalo,11,100.9,difficulty walking,crackling sound,loss of appetite,blackleg
cow,14,101.6,loss of appetite,depression,painless lumps,lumpy virus
buffalo,11,100,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,3,101.7,sores on hooves,loss of appetite,lameness,foot and mouth
buffalo,6,102.9,depression,crackling sound,difficulty walking,blackleg
sheep,7,103.5,difficulty walking,sores on tongue,loss of appetite,foot and mouth
sheep,3,101.2,depression,loss of appetite,painless lumps,pneumonia
sheep,3,100.5,depression,difficulty walking,loss of appetite,blackleg
cow,13,104.6,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,15,102.4,painless lumps,loss of appetite,depression,pneumonia
goat,8,100.1,sores on gums,loss of appetite,lameness,foot and mouth
cow,3,101.5,loss of appetite,crackling sound,depression,blackleg
buffalo,11,102.1,shortness of breath,swelling in abdomen,sweats,anthrax
buffalo,12,104.8,lameness,swelling in limb,depression,blackleg
sheep,8,101.1,swelling in limb,loss of appetite,crackling sound,blackleg
cow,5,104.9,loss of appetite,painless lumps,depression,lumpy virus
sheep,1,101.7,crackling sound,difficulty walking,swelling in limb,blackleg
sheep,7,100.4,swelling in extremities,shortness of breath,fatigue,anthrax
buffalo,11,100.9,loss of appetite,depression,painless lumps,lumpy virus
goat,9,102.9,lameness,sores on mouth,loss of appetite,foot and mouth
sheep,6,102.5,loss of appetite,crackling sound,depression,blackleg
goat,8,100.7,loss of appetite,lameness,sores on tongue,foot and mouth
buffalo,6,101.7,sores on hooves,lameness,loss of appetite,foot and mouth
goat,6,102.8,loss of appetite,depression,painless lumps,lumpy virus
cow,5,102,depression,painless lumps,loss of appetite,pneumonia
cow,15,103.3,painless lumps,loss of appetite,depression,pneumonia
goat,10,101.7,swelling in extremities,chills,sweats,anthrax
sheep,1,100.3,lameness,sores on tongue,loss of appetite,foot and mouth
cow,1,100.5,loss of appetite,lameness,blisters on mouth,foot and mouth
buffalo,7,100.7,swelling in neck,shortness of breath,fatigue,anthrax
sheep,8,101.1,fatigue,sweats,shortness of breath,anthrax
cow,7,102.6,depression,crackling sound,lameness,blackleg
sheep,8,102,swelling in extremities,fatigue,shortness of breath,anthrax
sheep,1,101.1,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
cow,11,101.9,depression,painless lumps,loss of appetite,lumpy virus
goat,5,103,depression,loss of appetite,painless lumps,lumpy virus
sheep,5,102.9,lameness,loss of appetite,crackling sound,blackleg
goat,5,102.4,loss of appetite,depression,painless lumps,pneumonia
sheep,2,102.7,loss of appetite,depression,crackling sound,blackleg
sheep,7,100.1,painless lumps,loss of appetite,depression,lumpy virus
sheep,6,101.4,crackling sound,lameness,depression,blackleg
sheep,5,101.5,lameness,depression,crackling sound,blackleg
buffalo,2,100.7,loss of appetite,depression,painless lumps,lumpy virus
cow,11,101.9,loss of appetite,crackling sound,swelling in muscle,blackleg
sheep,5,100.8,chest discomfort,sweats,fatigue,anthrax
cow,15,101.9,crackling sound,difficulty walking,loss of appetite,blackleg
sheep,1,100.5,loss of appetite,depression,painless lumps,pneumonia
goat,4,100.5,shortness of breath,chills,chest discomfort,anthrax
sheep,4,102.7,depression,loss of appetite,swelling in limb,blackleg
goat,1,100.1,sweats,fatigue,chest discomfort,anthrax
buffalo,14,100.5,loss of appetite,depression,painless lumps,lumpy virus
sheep,9,100.9,swelling in muscle,depression,loss of appetite,blackleg
sheep,9,103.9,swelling in muscle,loss of appetite,lameness,blackleg
buffalo,8,103.2,difficulty walking,loss of appetite,sores on hooves,foot and mouth
